tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
a fighter from the outside and a prisoner on the inside,0.893,0.933,0.855,0.873,0.789,0.908,0.893,11,0.0,0.05,1
trends across the world,0.968,0.927,0.855,0.782,0.724,0.575,0.751,4,0.0,0.0,1
fights the stigma that depression looks one way,0.586,0.693,0.669,0.719,0.548,0.609,0.677,8,0.0,0.0,1
never being able to keep anything clean being tired 24 7 wanting to stay home no matter what,0.602,0.695,0.568,0.668,0.356,0.701,0.627,18,0.15555555555555556,0.6750000000000002,1
hoping that the clouds will break and things will change but they do not,0.559,0.678,0.575,0.654,0.611,0.693,0.555,14,0.0,0.0,1
having many things to be grateful for but can not see past my shortcomings,0.454,0.596,0.713,0.683,0.626,0.648,0.383,14,0.125,0.375,1
cutting off all my friends and feeling lonely,0.357,0.642,0.501,0.332,0.437,0.555,0.768,8,-0.35,0.8,1
dragging down my family with me which hurts me the most,0.414,0.646,0.586,0.47,0.361,0.343,0.661,11,0.17222222222222222,0.3944444444444445,1
my dad calling me lazy because i choose to take care of myself,0.527,0.739,0.827,0.75,0.616,0.576,0.676,13,-0.25,1.0,1
not being able to live a normal life because i feel socially awkward and embarrassed,0.471,0.389,0.556,0.665,0.486,0.616,0.6,15,0.0465909090909091,0.69375,1
having a perfectly good job that am excited about and have zero motivation to get up and go,0.702,0.634,0.659,0.678,0.577,0.56,0.649,18,0.5375,0.675,1
one minute thinking what the fuck was i so depressed about then feeling like i do not want to go on the next,0.402,0.639,0.556,0.556,0.427,0.546,0.518,23,-0.2,0.3,1
a neverending cycle of gluttony followed by anorexia riddled w nausea no motivation to exercise nor eat drink clean,0.589,0.686,0.703,0.677,0.564,0.595,0.641,19,0.3666666666666667,0.7000000000000001,1
im a prisoner in my own head total of 6 hrs sleep in 4 days simplest tasks become da most challenging,0.767,0.769,0.818,0.752,0.656,0.787,0.816,21,0.4,0.8125,1
am the happiest and most put together person but when am alone i cry,0.613,0.572,0.654,0.678,0.547,0.562,0.641,14,0.5,0.5,1
not having patience listening when others complain because i feel like am not being heard either,0.353,0.61,0.639,0.501,0.457,0.625,0.385,16,0.0,0.0,1
me skippin classes failin out of university because i was alone for the first time and could not take care of myself,0.508,0.59,0.526,0.432,0.475,0.33,0.729,22,0.25,0.3333333333333333,1
alternately feeling like a lazy useless selfish person then as if i do everything and no one helps me,0.479,0.519,0.632,0.461,0.534,0.549,0.709,19,-0.3125,0.55,1
twitter users share what to raise mental health awareness,0.92,1,0.92,0.926,0.886,0.85,0.883,9,-0.1,0.2,1
a mental no you do not when average people tell me they get it,0.516,0.688,0.748,0.674,0.727,0.774,0.697,14,-0.125,0.3,1
has been trending on twitter for a couple of days it is powerful,0.888,0.912,0.812,0.893,0.859,0.738,0.83,13,0.3,1.0,1
holding back from venting because i deal with the same thoughs feeling over again i know it can tire my loved ones,0.473,0.651,0.636,0.574,0.452,0.507,0.578,22,0.2333333333333333,0.30833333333333335,1
sometimes not knowing whats wrong and crying hard assuming its all the feelings bottled inside,0.533,0.652,0.666,0.558,0.557,0.614,0.514,15,-0.33055555555555555,0.6805555555555555,1
being told depression is not real,0.469,0.629,0.654,0.771,0.576,0.763,0.622,6,-0.1,0.30000000000000004,1
being extremely scared that one day the love of my life will leave me for being unable to snap out of depression,0.52,0.695,0.388,0.501,0.382,0.549,0.618,22,-0.041666666666666664,0.7000000000000001,1
wrestling with para suicidal thoughts that try to convince me the world would be better off without me in it,0.542,0.633,0.546,0.584,0.491,0.5,0.657,20,0.5,0.5,1
nothing you can not see it from the outside,0.769,0.686,0.684,0.592,0.81,0.763,0.639,9,0.0,0.05,1
having friends that i know love me but i feel that when am not around them they are talking about how they hate me,0.308,0.679,0.523,0.615,0.395,0.414,0.68,24,-0.15000000000000002,0.75,1
hanging out with someone for hours and going home feeling alone,0.553,0.751,0.642,0.676,0.714,0.558,0.894,11,0.0,0.0,1
trying to speak my problems yet it is called complaining,0.502,0.67,0.66,0.589,0.528,0.61,0.556,10,0.0,0.0,1
this viral hashtag reveals the face of depression that we do not know,0.674,0.703,0.63,0.615,0.493,0.549,0.805,13,0.0,0.0,1
join in the sharing with the hashtag share your thoughts pass on to bring awareness,0.842,0.959,0.851,0.861,0.845,0.731,0.824,15,0.0,0.0,1
this is exactly it put into words i will never in life delete this tweet,0.649,0.754,0.554,0.673,0.876,0.762,0.605,15,0.25,0.25,1
what does your depression look like,0.515,0.696,0.687,0.618,0.55,0.621,0.866,6,0.0,0.0,1
the shift of sunlight over the wall in my room as i try for hours to convince myself to get the fuq up try and fail,0.79,0.947,0.713,0.794,0.722,0.764,0.807,26,-0.5,0.29999999999999993,1
nervous anxious mixed up not sure if feeling too much or too little and which is worse,0.514,0.5,0.572,0.641,0.413,0.678,0.537,17,-0.14791666666666667,0.5731481481481482,1
check out opening up discussion and awareness,0.908,0.895,0.871,0.776,0.809,0.523,0.72,7,0.0,0.0,1
really hits the nail,0.673,0.82,0.782,0.678,0.785,0.689,0.665,4,0.2,0.2,1
helping others fix their shit while mine s all over the place,0.727,0.841,0.767,0.635,0.65,0.689,0.688,12,-0.2,0.8,1
feeling like i do not deserve to have good things and be happy because i overthink and tell myself am a bad person,0.355,0.438,0.457,0.503,0.373,0.361,0.502,23,0.2666666666666667,0.7555555555555555,1
am not living imma just existing,0.844,0.602,0.712,0.662,0.858,0.738,0.702,6,0.0,0.0,1
counting the days since i last showered and praying i really do not need to today,0.642,0.722,0.626,0.604,0.629,0.571,0.716,16,-0.05,0.13333333333333333,1
the effort required mentally and physically to be in company and put a face on it then 3 days in bed to recover,0.819,0.84,0.741,0.767,0.671,0.762,0.749,23,-0.05,0.17142857142857143,1
getting straight as because school is the only thing that makes me feel like am worth something,0.687,0.786,0.645,0.71,0.69,0.566,0.661,17,0.16666666666666666,0.5,1
knowing your child is suffering from your illness,0.732,0.764,0.647,0.699,0.554,0.707,0.613,8,0.0,0.0,1
irritability chaos fatigue confusion numbness inertia panic pain tears isolation hopelessness darkness missing pieces,0.632,0.528,0.602,0.513,0.397,0.528,0.768,14,-0.2,0.05,1
our published paper on what are the triggers of depression,0.678,0.829,0.89,0.831,0.733,0.739,0.827,10,0.0,0.0,1
realising you have not eaten for 3 days or drank anything for 2 which makes you feel scared but not caring either,0.454,0.662,0.58,0.648,0.51,0.514,0.689,22,0.0,0.0,1
sitting at the table with family and feeling absolutely alone,0.625,0.684,0.678,0.578,0.648,0.566,0.861,10,0.2,0.9,1
to struggle everyday not to cry but laugh and having fun even though my mind says that i do not deserve happiness,0.513,0.654,0.443,0.634,0.569,0.648,0.562,22,0.27499999999999997,0.27499999999999997,1
wakening up and immediately calculating when i can sleep again,0.946,0.924,0.676,0.778,0.641,0.661,0.66,10,0.0,0.0,1
screaming inside do not leave me alone while simultaneously saying will be fine,0.56,0.752,0.536,0.55,0.599,0.728,0.437,13,0.4166666666666667,0.5,1
resenting happiness because i can not feel it,0.4,0.507,0.484,0.507,0.478,0.491,0.628,8,0.7,0.2,1
are you depressed share it on twitter through counsel heal,0.751,0.924,0.952,0.918,0.881,0.825,0.878,10,0.0,0.0,1
the general apathy i feel for everything,0.294,0.503,0.56,0.433,0.356,0.441,0.674,7,0.05000000000000002,0.5,1
a tuesday or that loud static on the tv with the lines running through it or red rage or counting the pills,0.838,0.884,0.859,0.866,0.749,0.789,0.951,22,0.19999999999999998,0.5666666666666668,1
because why yes of course i do indeed enjoy this wish it to never end,0.663,0.677,0.551,0.664,0.631,0.608,0.523,15,0.4,0.5,1
sleep all day cry all night,0.582,0.743,0.694,0.576,0.517,0.597,0.871,6,0.0,0.0,1
since have told you all what i need to tell you all what,0.817,0.937,0.601,0.71,0.846,0.564,0.554,13,0.0,0.0,1
confident outgoing happy on the outside anxious shy amp lonely on the inside,0.709,0.665,0.709,0.805,0.731,0.841,0.69,13,0.07500000000000001,0.6805555555555557,1
are you depressed share it on twitter through,0.694,0.882,0.836,0.812,0.749,0.732,0.928,8,0.0,0.0,1
a potato a lonely potato,0.54,0.609,0.655,0.53,0.576,0.668,0.929,5,-0.09999999999999998,0.7,1
please look into byron katie s the work,0.87,0.911,0.812,0.777,0.853,0.709,0.698,8,0.0,0.0,1
the deepest darkest corner of a room,0.733,0.77,0.682,0.699,0.554,0.637,0.881,7,0.0,0.0,1
never being invited to hang out with anyone it causes my social anxiety loneliness i feel like am the problem,0.457,0.716,0.558,0.586,0.491,0.621,0.718,20,0.03333333333333333,0.06666666666666667,1
a normal person going thru the day while in my head i struggle to distract myself from not crying appearing normal,0.617,0.708,0.733,0.661,0.649,0.686,0.641,21,0.13333333333333333,0.6333333333333333,1
are you depressed share it on twitter through however now people around the world a,0.674,0.881,0.744,0.788,0.694,0.77,0.834,15,0.0,0.0,1
butane suicide,0.821,0.75,0.655,0.816,0.902,0.854,0.865,2,0.0,0.0,1
having to deal with ignorant people telling you it is all in your head and you just want attention,0.522,0.6,0.642,0.586,0.555,0.653,0.643,19,0.0,0.0,1
when is the last time have showered,0.903,0.838,0.81,0.807,0.869,0.883,0.85,7,0.0,0.06666666666666667,1
feeling miserable because i take medication for functioning like a human and i wonder if will be able to do without,0.455,0.639,0.651,0.609,0.376,0.482,0.643,21,-0.16666666666666666,0.5750000000000001,1
keep smiling and laughing all day long but crying all night long fearing everyone i love will leave me if they know,0.552,0.719,0.532,0.633,0.564,0.531,0.764,22,0.05,0.5,1
afraid that no one love me like i love them and i am just a burden to them,0.419,0.577,0.523,0.596,0.394,0.49,0.518,18,0.13333333333333333,0.7000000000000001,1
everything is alright these were taken during some of my darkest days,0.713,0.735,0.612,0.664,0.77,0.585,0.64,12,0.0,0.0,1
constant irritability short tempered anger heavy heavy heavy no light or laughs or fun,0.455,0.469,0.607,0.578,0.469,0.602,0.65,14,-0.14999999999999997,0.4041666666666667,1
hashtag used to spread awareness and fight stigma,0.721,0.852,0.824,0.743,0.661,0.81,0.694,8,0.0,0.0,1
hashtag used to spread awareness and fight stigma ten heart wrenching tweets provide,0.77,0.838,0.794,0.718,0.749,0.821,0.774,13,0.0,0.0,1
goodmenproject hashtag used to spread awareness and fight stigma ten heart wrenching twee,0.703,0.767,0.768,0.742,0.686,0.746,0.671,13,0.0,0.0,1
my life is a collapsed house and am buried under it,0.724,0.628,0.643,0.633,0.687,0.746,0.874,11,0.0,0.0,1
hashtag used to spread awareness and fight stigma via,0.726,0.861,0.834,0.75,0.674,0.808,0.7,9,0.0,0.0,1
need to write up something about because it is so important,0.733,0.717,0.765,0.642,0.49,0.576,0.525,11,0.4,1.0,1
hashtag used to spread awareness and fight stigma,0.721,0.852,0.824,0.743,0.661,0.81,0.694,8,0.0,0.0,1
almost pouring tarter sauce in cola,0.865,0.76,0.851,0.883,0.861,0.918,0.816,6,0.0,0.0,1
almost pouring tarter sauce in cola,0.865,0.76,0.851,0.883,0.861,0.918,0.816,6,0.0,0.0,1
may 25 2016 hashtag spreading awareness to combat stigma,0.853,0.93,0.85,0.926,0.861,0.832,0.747,9,0.0,0.0,1
am following the hashag overcome w the many powerful responses,0.795,0.813,0.75,0.703,0.707,0.581,0.645,10,0.26666666666666666,0.5333333333333333,1
other people trying to happy over the fact that i can not muster the energy for small talk,0.501,0.661,0.523,0.697,0.619,0.723,0.649,18,0.1416666666666667,0.5916666666666667,1
almost falling asleep on the drive home from work bc i wanted to be in bed for the past 4 hours,0.932,0.922,0.806,0.879,0.605,0.768,0.864,21,-0.25,0.25,1
people noticing something is wrong and then getting frustrated when they can not talk me out of it,0.336,0.481,0.535,0.498,0.274,0.505,0.426,18,-0.6,0.55,1
the fact that am tweeting this from my bed where have been curled up for 2 hours on a wednesday evening,0.845,0.814,0.829,0.898,0.749,0.828,0.96,21,0.0,0.0,1
here are the posts across social media in a unified voice,0.922,0.878,0.727,0.733,0.994,0.641,0.661,11,0.03333333333333333,0.06666666666666667,1
trying to find ways to love myself when every thought turns into something negative,0.524,0.703,0.588,0.71,0.538,0.616,0.654,14,0.1,0.5,1
am fine but in my head worrying about things that have not even happened or will ever happen,0.442,0.611,0.558,0.52,0.496,0.603,0.508,18,0.4166666666666667,0.5,1
people who once had your back yet they turn away and leave once it becomes too much to handle,0.511,0.709,0.498,0.592,0.682,0.659,0.585,19,0.1,0.1,1
experiencing the symptoms but never getting diagnosed because am probably just being weak and what is healthcare,0.465,0.571,0.573,0.531,0.525,0.48,0.738,17,-0.375,0.625,1
looking out your window watching people walk by and saying to yourself i wish i was you,0.629,0.856,0.703,0.797,0.707,0.722,0.797,17,0.0,0.0,1
wanting to be cared for and surround by good people yet wanting to be isolated for my own sanity,0.505,0.676,0.709,0.779,0.6,0.767,0.369,19,0.6499999999999999,0.8,1
a dead man in the coffin my heart my affections have been set on things above where christ sits on the throne,0.918,0.918,0.808,0.957,0.828,0.829,0.87,22,-0.1,0.25,1
using what i go through to help others know they are not alone,0.637,0.765,0.723,0.658,0.686,0.503,0.43,13,0.0,0.0,1
rt 27 tweets that show how depression affects people differently,0.622,0.757,0.706,0.691,0.616,0.648,0.855,10,0.0,0.6,1
crying 3am because life scares tf out of me and i can not do anything about it,0.489,0.622,0.552,0.549,0.392,0.503,0.602,17,-0.2,0.6,1
laughing and making people happy when inside am quickly dying,0.581,0.751,0.466,0.741,0.704,0.672,0.743,10,0.5666666666666667,0.75,1
not eating or aleeping for 3 days straight cause i can not,0.808,0.742,0.672,0.621,0.756,0.698,0.772,12,0.2,0.4,1
laying in the shower letting the water run and realizing am still breathing,0.812,0.827,0.723,0.821,0.784,0.871,0.787,13,0.0,0.0,1
rendomly crying i know why but i do not know why am so weak,0.507,0.574,0.648,0.6,0.472,0.534,0.589,14,-0.2875,0.6125,1
being a haitian black woman and you better not be weak depression is not suppose to exist with our people,0.705,0.716,0.785,0.784,0.62,0.688,0.673,20,-0.013888888888888876,0.5194444444444445,1
a fit active productive unstoppable me inside tumultuous paranoia and self loathing only alleviated by meds,0.654,0.654,0.682,0.654,0.596,0.679,0.701,16,0.19166666666666668,0.7,1
i uploaded a new track bawse state of mind on,0.93,0.855,0.799,0.835,0.953,0.68,0.668,10,0.13636363636363635,0.45454545454545453,1
knowing something is wrong but too afraid to speak on it cause you are gonna be judged,0.373,0.568,0.468,0.499,0.294,0.583,0.438,17,-0.55,0.9,1
not wanting to go outside to be around people because my pain is smeared on my face vulnerability,0.405,0.622,0.565,0.537,0.481,0.573,0.594,18,0.0,0.05,1
wanting to go to bed the second you wake up and realize your alive,0.973,0.964,0.705,0.901,0.543,0.725,0.74,14,0.05,0.2,1
being tired all the time because pretending to be ok is exhausting,0.492,0.574,0.655,0.625,0.527,0.51,0.598,12,-0.10000000000000002,0.5666666666666667,1
isolating yourself yet being upset because you feel so alone,0.448,0.534,0.558,0.494,0.501,0.579,0.653,10,0.0,0.0,1
when someone asks you if you are ok and for a split second thinking of telling them everything b4 saying am fine,0.673,0.714,0.817,0.759,0.839,0.86,0.756,22,0.3055555555555556,0.3333333333333333,1
sometimes surviving is setting yourself against the rock and bracing against the tide and hoping you win,0.79,0.917,0.781,0.86,0.725,0.894,0.734,17,0.8,0.4,1
having folks state they are there for me but still feel so alone,0.524,0.604,0.638,0.592,0.558,0.605,0.601,13,0.0,0.0,1
years of therapy but the pain does not go away,0.639,0.735,0.788,0.729,0.669,0.663,0.605,10,0.0,0.0,1
have tried tweeting a mydepressionlookslike but nothing is coming out with much sense,0.583,0.661,0.682,0.639,0.597,0.613,0.684,13,0.2,0.2,1
making a list of things i want to do tomorrow and crying the next day because i do not know where the motivation went,0.587,0.834,0.632,0.576,0.576,0.613,0.68,24,-0.1,0.3,1
am a go with the flow kinda girl because i do not think what i want matters enough to mention,0.531,0.661,0.678,0.67,0.715,0.759,0.546,20,0.0,0.5,1
i love giving gifts when it is more likely i just do not think am deserving enough for new nice things,0.558,0.599,0.64,0.708,0.667,0.779,0.552,21,0.33376623376623377,0.6935064935064936,1
other people take a bit of my soul each time i have to speak to them and and i want to crawl into a dark hole to hide,0.576,0.75,0.704,0.666,0.59,0.725,0.703,28,-0.1375,0.3875,1
allie and the other girl is a story about coping w depression helps make this film donate,0.705,0.887,0.841,0.887,0.839,0.7,0.825,17,-0.125,0.375,1
i wish there were an internal kill switch i could flip and slip into eternal quiet solitude,0.691,0.829,0.68,0.722,0.617,0.764,0.761,17,0.0,0.16666666666666666,1
feeling terrible 24 7 while putting on a smile to make others feel good,0.472,0.603,0.423,0.687,0.493,0.609,0.655,14,0.0,0.5666666666666668,1
a lot of things here s one of its ugly faces,0.432,0.463,0.529,0.434,0.383,0.44,0.677,11,-0.7,1.0,1
wanting to be happy but do not know how to be happy,0.483,0.644,0.581,0.744,0.578,0.641,0.478,12,0.8,1.0,1
shows world what it is really like to live with depression,0.632,0.757,0.778,0.716,0.654,0.586,0.72,11,0.16818181818181818,0.35,1
sleeping all day and night just to escape the pains of living,0.628,0.863,0.691,0.76,0.433,0.636,0.785,12,0.0,0.0,1
cuz fuck it shit happens never judge be kind to everyone,0.522,0.7,0.606,0.599,0.672,0.672,0.667,11,-3.700743415417188e-17,0.7666666666666666,1
smiles happiness confidence,0.864,0.755,0.714,0.911,0.935,0.596,0.683,3,0.7,0.2,1
feeling worthless and unloved and closing myself off from everyone else,0.413,0.368,0.496,0.304,0.489,0.517,0.619,11,-0.8,0.9,1
convincing myself am not alone even when i am,0.576,0.678,0.622,0.548,0.719,0.634,0.385,9,0.5,1.0,1
feeling like i am never good enough and always feeling i have to prove my worth this is late i know,0.584,0.598,0.473,0.474,0.48,0.592,0.474,21,-0.0875,0.45000000000000007,1
being so good at pretending am fine that people just think am a shitty person when i can not pretend anymore,0.461,0.57,0.503,0.661,0.535,0.657,0.609,21,0.5583333333333333,0.55,1
being told that as a black man i just need to suck it up because other people have it worse than me,0.473,0.632,0.727,0.643,0.484,0.519,0.639,22,-0.23055555555555554,0.4694444444444444,1
someone else has control of my emotions and they are either entirely off or on hyperdrive,0.735,0.722,0.747,0.68,0.731,0.817,0.68,16,0.0,0.625,1
and distancing myself from as many people as possible because black women are not allowed to be depressed to the,0.516,0.716,0.71,0.603,0.635,0.653,0.622,20,0.11111111111111112,0.6444444444444445,1
rest of the world we are perceived as merely having an attitude,0.571,0.721,0.704,0.761,0.812,0.708,0.655,12,-0.5,0.5,1
wearing long sleeves to school during my teen years after hours of self harm after i finished my homework,0.843,0.916,0.792,0.733,0.75,0.626,0.769,19,-0.025,0.2,1
at night lying in the bed feeling sad for myself and all alone,0.465,0.594,0.554,0.473,0.321,0.515,0.767,13,-0.5,1.0,1
having to tell my boss am sick instead of i can not feel i want to die when i can not get out of bed,0.645,0.842,0.609,0.699,0.494,0.456,0.639,25,-0.7142857142857143,0.8571428571428571,1
constant anxiety about food and then shame and self loathing after eating,0.485,0.646,0.601,0.58,0.452,0.497,0.68,12,0.0,0.3333333333333333,1
having not read a book in months when i used to skip class to read b c i loved it so much,0.681,0.888,0.783,0.813,0.65,0.516,0.8,22,0.44999999999999996,0.5,1
feeling like a failure before i even start,0.531,0.326,0.293,0.243,0.388,0.398,0.728,8,-0.3166666666666667,0.3,1
pragmatically deciding i can not kill myself while my mom s still alive because it would upset her,0.537,0.671,0.581,0.59,0.514,0.641,0.565,18,0.1,0.4,1
not writing even though i used to do it several times a day,0.788,0.794,0.734,0.565,0.758,0.592,0.764,13,0.0,0.0,1
the apt have been in for a year and still have not unpacked,0.82,0.64,0.748,0.569,0.774,0.704,0.834,13,0.6,1.0,1
not connecting with anyone on a deeper emotional level b c you do not want them to see how depressed you are,0.483,0.709,0.626,0.706,0.578,0.607,0.522,22,0.0,0.65,1
a blank brain an inability to concentrate dark heavy days,0.596,0.521,0.602,0.53,0.564,0.663,0.728,10,-0.11666666666666665,0.3,1
me putting up social and emotional walls hiding how deeply broken i am from every one,0.615,0.674,0.739,0.559,0.65,0.661,0.702,16,-0.12222222222222223,0.37222222222222223,1
forgetting how important it is to keep your family and friends close because you feel so damn numb,0.549,0.743,0.602,0.649,0.632,0.598,0.773,18,-0.09999999999999998,1.0,1
am getting way better at managing it to the point where am pretty ok but there were a few difficult years there,0.599,0.607,0.663,0.588,0.679,0.575,0.478,22,0.11000000000000001,0.62,1
not being able to tell ppl close to me what am going through cuz i feel like would be bothering them,0.579,0.684,0.595,0.609,0.527,0.722,0.595,21,0.5,0.625,1
smiling nodding when people give their unsolicited advice on how you can thrive have you tried prayer,0.706,0.862,0.763,0.95,0.816,0.736,0.733,17,0.0,0.0,1
self sabotaging myself out of opportunities and relationships,0.534,0.756,0.626,0.714,0.688,0.761,0.559,8,0.0,0.0,1
spending your days off in bed not showering or eating losing weight as a result,0.769,0.843,0.727,0.765,0.619,0.689,0.74,15,0.0,0.0,1
spending every day in my bed before i go work smoking weed and feeling like this period in my life will never end,0.835,0.962,0.692,0.798,0.718,0.704,0.866,23,0.0,0.0,1
overthinking sadness questions such as why me,0.652,0.616,0.702,0.662,0.521,0.676,0.642,7,0.0,0.5,1
twitter talks about what,0.924,0.933,0.866,0.869,0.987,0.874,0.843,4,0.0,0.0,1
the tag deserves a lot more participation it is a good reminder that you are not alone,0.71,0.756,0.731,0.718,0.672,0.54,0.56,17,0.6,0.55,1
all these in one,0.89,0.752,0.666,0.735,0.972,0.491,0.595,4,0.0,0.0,1
am slowly falling apart and all i wanna do is cry instead of smile,0.555,0.546,0.578,0.489,0.562,0.535,0.706,14,-2.7755575615628914e-17,0.25,1
becoming addicted to listening to music as a result of trying to take away the uncomfortableness of your own solitude,0.649,0.84,0.847,0.87,0.703,0.821,0.666,20,0.21666666666666665,0.8166666666666668,1
i hate myself a lot and my mind becomes a fog where the panic rules,0.466,0.5,0.512,0.466,0.376,0.487,0.652,15,-0.8,0.9,1
fights the stigma that depression looks one way,0.586,0.693,0.669,0.719,0.548,0.609,0.677,8,0.0,0.0,1
had me about to explain but nah could not do it,0.483,0.685,0.515,0.604,0.587,0.639,0.493,11,0.0,0.0,1
story of my life,0.921,0.786,0.539,0.77,0.842,0.489,0.565,4,0.0,0.0,1
a pornstar with intimacy issues,0.785,0.755,0.821,0.923,0.75,0.83,0.853,5,0.0,0.0,1
idk bc i do not want to depress or worry people by describing how i actually feel c,0.546,0.724,0.803,0.776,0.702,0.825,0.476,18,-0.03333333333333333,0.06666666666666667,1
when you done so much for people and they either do not appreciate it or not recognize you for all the hard work,0.523,0.642,0.69,0.703,0.452,0.517,0.564,23,-0.04583333333333334,0.37083333333333335,1
when you thinking about ending your life but at the same time you do not because you gotta think about others,0.492,0.775,0.57,0.625,0.476,0.688,0.538,21,0.0,0.125,1
when i do not hang out with people like i used to do before due to fear in messing it up for them,0.434,0.676,0.536,0.507,0.411,0.605,0.483,23,-0.125,0.375,1
when my own mother completely disowns me for a unknown reason,0.541,0.587,0.537,0.439,0.573,0.381,0.831,11,0.19999999999999998,0.6666666666666666,1
shedding tears over pics of dead children that other people type amen under and wishing i could have saved them,0.59,0.803,0.704,0.672,0.526,0.588,0.606,20,-0.1625,0.3875,1
reveals the face of depression that we do not know via,0.558,0.623,0.557,0.588,0.458,0.594,0.751,11,0.0,0.0,1
periodically being chemically incapable of feeling any joy feeling hopeless and unable to connect with other people,0.48,0.547,0.567,0.545,0.568,0.584,0.658,17,0.05833333333333335,0.35833333333333334,1
a constant black mess inside my head wondering if will ever be good enough to love with it,0.588,0.732,0.519,0.652,0.512,0.63,0.668,18,0.14305555555555555,0.4402777777777778,1
filling my life with projects to keep me busy and avoid facing anyone with my reality always wearing a mask,0.741,0.785,0.688,0.554,0.605,0.619,0.658,20,0.1,0.3,1
pushing away people i love and distancing myself trying to stay strong but sometimes caving in,0.575,0.704,0.64,0.579,0.561,0.651,0.584,16,0.4666666666666667,0.6666666666666666,1
karena berbagi adalah terapi,0.913,0.778,0.828,0.871,0.935,0.772,0.732,4,0.0,0.0,1
have got everything together but on the inside everything is falling apart,0.662,0.636,0.572,0.443,0.667,0.62,0.638,12,0.0,0.0,1
me making my friends laugh and smile while am just trying not to feel so low anymore and get out of my head,0.54,0.792,0.466,0.799,0.59,0.774,0.611,23,0.19999999999999998,0.16666666666666666,1
not finishing my degree because the thought of registering for class sends me into a cascade of anxiety attacks,0.605,0.801,0.692,0.615,0.54,0.523,0.714,19,0.0,0.0,1
the human sized sweat stain on my mattress from spending 16 hours a day in bed,0.907,0.846,0.872,0.77,0.744,0.752,0.808,16,0.0,0.1,1
plume would not load for a few days had to go back to read so many voiced what i cont,0.727,0.904,0.746,0.717,0.822,0.718,0.823,20,0.09999999999999999,0.19999999999999998,1
nothing just the feeling of being dead inside a different person hopelessness,0.624,0.539,0.544,0.432,0.443,0.583,0.839,12,-0.1,0.5,1
nothing because am afraid of burdening others with problems in my head i do not even understand,0.426,0.625,0.56,0.5,0.424,0.571,0.453,17,-0.6,0.9,1
being unable to work up the energy to do something productive but also unable to enjoy or focus on reading or tv,0.435,0.636,0.609,0.637,0.551,0.602,0.623,22,-0.19999999999999998,0.5,1
aimlessly scrolling on my phone to avoid the anxiety in my head,0.581,0.774,0.674,0.69,0.682,0.622,0.703,12,0.0,0.0,1
skipping meals because preparing them is too much effort and it means no energy spent on clean up or cooking,0.621,0.69,0.662,0.657,0.607,0.509,0.669,20,0.15555555555555556,0.3333333333333333,1
an empty dark corner with only myself drowning in my thoughts,0.618,0.477,0.686,0.49,0.649,0.655,0.778,11,-0.08333333333333333,0.6333333333333333,1
i hope something will kill me because i know would still get bullied for committing suicide,0.486,0.765,0.559,0.528,0.523,0.547,0.742,16,0.0,0.0,1
relying on humor music television and technology to distract myself in order to prevent a full on mental breakdown,0.631,0.771,0.586,0.789,0.648,0.799,0.756,19,0.12499999999999999,0.375,1
sleeping withdrawing further and further away from family and friends only my bed and chocolate for company,0.784,0.897,0.591,0.845,0.42,0.812,0.76,17,0.0,0.6666666666666666,1
always saying will go back to work but never do hiding in my room and sleeping 15 hours a day,0.772,0.843,0.608,0.683,0.71,0.634,0.744,20,0.0,0.0,1
13 tweets that prove depression is the actual worst this this this,0.574,0.577,0.504,0.467,0.432,0.419,0.862,12,-0.5,0.55,1
a lot of hours in on my bed just tryna survive,0.728,0.79,0.668,0.602,0.514,0.616,0.629,11,0.0,0.0,1
literally in tears reading tweets,0.599,0.813,0.783,0.724,0.707,0.664,0.825,5,0.0,0.0,1
bleakness thoughts of self harm blankness disassociation feeling you lady,0.434,0.481,0.611,0.53,0.561,0.504,0.716,10,0.0,0.0,1
you spent a lot of time on twitter today anthony which also looks like my regular life,0.884,0.942,0.746,0.815,0.879,0.781,0.793,17,-0.05,0.08846153846153847,1
highly functioning all day and avoidance for much of the evening,0.768,0.73,0.7,0.636,0.774,0.682,0.713,11,0.18,0.37,1
buying food instead of cooking for myself,0.837,1,0.855,0.939,0.748,0.808,0.606,7,0.0,0.0,1
wishing i had someone to talk to and feeling like no one is there to listen in need of a reason to leave my room,0.439,0.78,0.57,0.609,0.428,0.636,0.572,25,0.0,0.0,1
bumming it at your bestfriend s house because your scared to be alone,0.467,0.662,0.596,0.695,0.524,0.59,0.628,13,0.0,0.0,1
appreciation for all the love support and check ins from people but still having to the reality of depression,0.541,0.717,0.789,0.827,0.662,0.68,0.654,19,0.5,0.6,1
wanting to be around ppl but feel guilty because you do not want your bad energy around them,0.515,0.681,0.717,0.794,0.559,0.607,0.52,18,-0.5999999999999999,0.8333333333333333,1
wanting to read all of the books but not getting emotional enjoyment from it so never feeling motivated to read,0.453,0.772,0.642,0.767,0.599,0.607,0.614,20,0.0,0.65,1
a common misconception about depression is that you can always tell you often can not tell at all,0.534,0.65,0.625,0.625,0.576,0.638,0.721,18,-0.3,0.5,1
