tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
rest of the world we are perceived as merely having an attitude,0.571,0.721,0.704,0.761,0.812,0.708,0.655,12,-0.5,0.5,1
wearing long sleeves to school during my teen years after hours of self harm after i finished my homework,0.843,0.916,0.792,0.733,0.75,0.626,0.769,19,-0.025,0.2,1
at night lying in the bed feeling sad for myself and all alone,0.465,0.594,0.554,0.473,0.321,0.515,0.767,13,-0.5,1.0,1
having to tell my boss am sick instead of i can not feel i want to die when i can not get out of bed,0.645,0.842,0.609,0.699,0.494,0.456,0.639,25,-0.7142857142857143,0.8571428571428571,1
constant anxiety about food and then shame and self loathing after eating,0.485,0.646,0.601,0.58,0.452,0.497,0.68,12,0.0,0.3333333333333333,1
having not read a book in months when i used to skip class to read b c i loved it so much,0.681,0.888,0.783,0.813,0.65,0.516,0.8,22,0.44999999999999996,0.5,1
feeling like a failure before i even start,0.531,0.326,0.293,0.243,0.388,0.398,0.728,8,-0.3166666666666667,0.3,1
pragmatically deciding i can not kill myself while my mom s still alive because it would upset her,0.537,0.671,0.581,0.59,0.514,0.641,0.565,18,0.1,0.4,1
not writing even though i used to do it several times a day,0.788,0.794,0.734,0.565,0.758,0.592,0.764,13,0.0,0.0,1
the apt have been in for a year and still have not unpacked,0.82,0.64,0.748,0.569,0.774,0.704,0.834,13,0.6,1.0,1
not connecting with anyone on a deeper emotional level b c you do not want them to see how depressed you are,0.483,0.709,0.626,0.706,0.578,0.607,0.522,22,0.0,0.65,1
a blank brain an inability to concentrate dark heavy days,0.596,0.521,0.602,0.53,0.564,0.663,0.728,10,-0.11666666666666665,0.3,1
me putting up social and emotional walls hiding how deeply broken i am from every one,0.615,0.674,0.739,0.559,0.65,0.661,0.702,16,-0.12222222222222223,0.37222222222222223,1
forgetting how important it is to keep your family and friends close because you feel so damn numb,0.549,0.743,0.602,0.649,0.632,0.598,0.773,18,-0.09999999999999998,1.0,1
am getting way better at managing it to the point where am pretty ok but there were a few difficult years there,0.599,0.607,0.663,0.588,0.679,0.575,0.478,22,0.11000000000000001,0.62,1
not being able to tell ppl close to me what am going through cuz i feel like would be bothering them,0.579,0.684,0.595,0.609,0.527,0.722,0.595,21,0.5,0.625,1
smiling nodding when people give their unsolicited advice on how you can thrive have you tried prayer,0.706,0.862,0.763,0.95,0.816,0.736,0.733,17,0.0,0.0,1
self sabotaging myself out of opportunities and relationships,0.534,0.756,0.626,0.714,0.688,0.761,0.559,8,0.0,0.0,1
spending your days off in bed not showering or eating losing weight as a result,0.769,0.843,0.727,0.765,0.619,0.689,0.74,15,0.0,0.0,1
spending every day in my bed before i go work smoking weed and feeling like this period in my life will never end,0.835,0.962,0.692,0.798,0.718,0.704,0.866,23,0.0,0.0,1
overthinking sadness questions such as why me,0.652,0.616,0.702,0.662,0.521,0.676,0.642,7,0.0,0.5,1
twitter talks about what,0.924,0.933,0.866,0.869,0.987,0.874,0.843,4,0.0,0.0,1
the tag deserves a lot more participation it is a good reminder that you are not alone,0.71,0.756,0.731,0.718,0.672,0.54,0.56,17,0.6,0.55,1
all these in one,0.89,0.752,0.666,0.735,0.972,0.491,0.595,4,0.0,0.0,1
am slowly falling apart and all i wanna do is cry instead of smile,0.555,0.546,0.578,0.489,0.562,0.535,0.706,14,-2.7755575615628914e-17,0.25,1
becoming addicted to listening to music as a result of trying to take away the uncomfortableness of your own solitude,0.649,0.84,0.847,0.87,0.703,0.821,0.666,20,0.21666666666666665,0.8166666666666668,1
i hate myself a lot and my mind becomes a fog where the panic rules,0.466,0.5,0.512,0.466,0.376,0.487,0.652,15,-0.8,0.9,1
fights the stigma that depression looks one way,0.586,0.693,0.669,0.719,0.548,0.609,0.677,8,0.0,0.0,1
had me about to explain but nah could not do it,0.483,0.685,0.515,0.604,0.587,0.639,0.493,11,0.0,0.0,1
story of my life,0.921,0.786,0.539,0.77,0.842,0.489,0.565,4,0.0,0.0,1
a pornstar with intimacy issues,0.785,0.755,0.821,0.923,0.75,0.83,0.853,5,0.0,0.0,1
idk bc i do not want to depress or worry people by describing how i actually feel c,0.546,0.724,0.803,0.776,0.702,0.825,0.476,18,-0.03333333333333333,0.06666666666666667,1
when you done so much for people and they either do not appreciate it or not recognize you for all the hard work,0.523,0.642,0.69,0.703,0.452,0.517,0.564,23,-0.04583333333333334,0.37083333333333335,1
when you thinking about ending your life but at the same time you do not because you gotta think about others,0.492,0.775,0.57,0.625,0.476,0.688,0.538,21,0.0,0.125,1
when i do not hang out with people like i used to do before due to fear in messing it up for them,0.434,0.676,0.536,0.507,0.411,0.605,0.483,23,-0.125,0.375,1
when my own mother completely disowns me for a unknown reason,0.541,0.587,0.537,0.439,0.573,0.381,0.831,11,0.19999999999999998,0.6666666666666666,1
shedding tears over pics of dead children that other people type amen under and wishing i could have saved them,0.59,0.803,0.704,0.672,0.526,0.588,0.606,20,-0.1625,0.3875,1
reveals the face of depression that we do not know via,0.558,0.623,0.557,0.588,0.458,0.594,0.751,11,0.0,0.0,1
periodically being chemically incapable of feeling any joy feeling hopeless and unable to connect with other people,0.48,0.547,0.567,0.545,0.568,0.584,0.658,17,0.05833333333333335,0.35833333333333334,1
a constant black mess inside my head wondering if will ever be good enough to love with it,0.588,0.732,0.519,0.652,0.512,0.63,0.668,18,0.14305555555555555,0.4402777777777778,1
filling my life with projects to keep me busy and avoid facing anyone with my reality always wearing a mask,0.741,0.785,0.688,0.554,0.605,0.619,0.658,20,0.1,0.3,1
pushing away people i love and distancing myself trying to stay strong but sometimes caving in,0.575,0.704,0.64,0.579,0.561,0.651,0.584,16,0.4666666666666667,0.6666666666666666,1
karena berbagi adalah terapi,0.913,0.778,0.828,0.871,0.935,0.772,0.732,4,0.0,0.0,1
have got everything together but on the inside everything is falling apart,0.662,0.636,0.572,0.443,0.667,0.62,0.638,12,0.0,0.0,1
me making my friends laugh and smile while am just trying not to feel so low anymore and get out of my head,0.54,0.792,0.466,0.799,0.59,0.774,0.611,23,0.19999999999999998,0.16666666666666666,1
not finishing my degree because the thought of registering for class sends me into a cascade of anxiety attacks,0.605,0.801,0.692,0.615,0.54,0.523,0.714,19,0.0,0.0,1
the human sized sweat stain on my mattress from spending 16 hours a day in bed,0.907,0.846,0.872,0.77,0.744,0.752,0.808,16,0.0,0.1,1
plume would not load for a few days had to go back to read so many voiced what i cont,0.727,0.904,0.746,0.717,0.822,0.718,0.823,20,0.09999999999999999,0.19999999999999998,1
nothing just the feeling of being dead inside a different person hopelessness,0.624,0.539,0.544,0.432,0.443,0.583,0.839,12,-0.1,0.5,1
nothing because am afraid of burdening others with problems in my head i do not even understand,0.426,0.625,0.56,0.5,0.424,0.571,0.453,17,-0.6,0.9,1
being unable to work up the energy to do something productive but also unable to enjoy or focus on reading or tv,0.435,0.636,0.609,0.637,0.551,0.602,0.623,22,-0.19999999999999998,0.5,1
aimlessly scrolling on my phone to avoid the anxiety in my head,0.581,0.774,0.674,0.69,0.682,0.622,0.703,12,0.0,0.0,1
skipping meals because preparing them is too much effort and it means no energy spent on clean up or cooking,0.621,0.69,0.662,0.657,0.607,0.509,0.669,20,0.15555555555555556,0.3333333333333333,1
an empty dark corner with only myself drowning in my thoughts,0.618,0.477,0.686,0.49,0.649,0.655,0.778,11,-0.08333333333333333,0.6333333333333333,1
i hope something will kill me because i know would still get bullied for committing suicide,0.486,0.765,0.559,0.528,0.523,0.547,0.742,16,0.0,0.0,1
relying on humor music television and technology to distract myself in order to prevent a full on mental breakdown,0.631,0.771,0.586,0.789,0.648,0.799,0.756,19,0.12499999999999999,0.375,1
sleeping withdrawing further and further away from family and friends only my bed and chocolate for company,0.784,0.897,0.591,0.845,0.42,0.812,0.76,17,0.0,0.6666666666666666,1
always saying will go back to work but never do hiding in my room and sleeping 15 hours a day,0.772,0.843,0.608,0.683,0.71,0.634,0.744,20,0.0,0.0,1
13 tweets that prove depression is the actual worst this this this,0.574,0.577,0.504,0.467,0.432,0.419,0.862,12,-0.5,0.55,1
a lot of hours in on my bed just tryna survive,0.728,0.79,0.668,0.602,0.514,0.616,0.629,11,0.0,0.0,1
literally in tears reading tweets,0.599,0.813,0.783,0.724,0.707,0.664,0.825,5,0.0,0.0,1
bleakness thoughts of self harm blankness disassociation feeling you lady,0.434,0.481,0.611,0.53,0.561,0.504,0.716,10,0.0,0.0,1
you spent a lot of time on twitter today anthony which also looks like my regular life,0.884,0.942,0.746,0.815,0.879,0.781,0.793,17,-0.05,0.08846153846153847,1
highly functioning all day and avoidance for much of the evening,0.768,0.73,0.7,0.636,0.774,0.682,0.713,11,0.18,0.37,1
buying food instead of cooking for myself,0.837,1,0.855,0.939,0.748,0.808,0.606,7,0.0,0.0,1
wishing i had someone to talk to and feeling like no one is there to listen in need of a reason to leave my room,0.439,0.78,0.57,0.609,0.428,0.636,0.572,25,0.0,0.0,1
bumming it at your bestfriend s house because your scared to be alone,0.467,0.662,0.596,0.695,0.524,0.59,0.628,13,0.0,0.0,1
appreciation for all the love support and check ins from people but still having to the reality of depression,0.541,0.717,0.789,0.827,0.662,0.68,0.654,19,0.5,0.6,1
wanting to be around ppl but feel guilty because you do not want your bad energy around them,0.515,0.681,0.717,0.794,0.559,0.607,0.52,18,-0.5999999999999999,0.8333333333333333,1
wanting to read all of the books but not getting emotional enjoyment from it so never feeling motivated to read,0.453,0.772,0.642,0.767,0.599,0.607,0.614,20,0.0,0.65,1
a common misconception about depression is that you can always tell you often can not tell at all,0.534,0.65,0.625,0.625,0.576,0.638,0.721,18,-0.3,0.5,1
negative ableist selftalk like feeling totally useless when then insomnia then hurling slurs at myself,0.476,0.475,0.605,0.467,0.486,0.534,0.681,15,-0.4,0.30000000000000004,1
one of the only reasons my fam friends and mentors know is bc i told them or they follow me on social media,0.808,0.961,0.794,0.874,0.835,0.707,0.782,23,0.016666666666666666,0.5333333333333333,1
i still make jokes while depressed i still find things funny i just often find a lot less joy in things,0.52,0.67,0.502,0.611,0.624,0.745,0.668,21,0.29444444444444445,0.4222222222222222,1
i crave laying on my bed i avoid social situations i sleep often but not often enough and i procrastinate,0.625,0.742,0.742,0.663,0.362,0.727,0.635,20,0.016666666666666666,0.2833333333333333,1
dark and off putting jokes about dying that i only make to other depressed friends,0.541,0.82,0.568,0.743,0.659,0.681,0.748,15,-0.09166666666666667,0.5916666666666667,1
being open with others in hopes that it will help them and me we gotta break the stigma,0.656,0.822,0.719,0.672,0.701,0.641,0.582,18,0.0,0.5,1
when you do not even laugh at this,0.49,0.562,0.479,0.575,0.65,0.623,0.707,8,0.3,0.1,1
tw drugs smoking weed to turn my thoughts down worse with cptsd anxiety and all around a super fun time,0.652,0.764,0.693,0.829,0.645,0.754,0.801,20,0.01944444444444443,0.43888888888888883,1
ironic memes masking it in humor,0.504,0.625,0.498,0.755,0.629,0.754,0.736,6,0.2,0.9,1
a ruse to other folks because am often still fun to be around but then it hits me at night,0.529,0.705,0.517,0.678,0.553,0.68,0.603,20,0.0875,0.2875,1
have had maaaaaaany people tell me in person or message me and say i had no idea you were depressed,0.629,0.837,0.762,0.747,0.611,0.63,0.731,20,0.0,0.0,1
and am not one to fake the funk will tell you how i am if i know you but even so people are still surprised,0.476,0.663,0.723,0.697,0.641,0.776,0.522,25,-0.2,0.95,1
talking to a friend and still wanting to end my life,0.508,0.782,0.491,0.586,0.683,0.645,0.606,11,0.0,0.0,1
having the feeling letting down everyone when you tell them you are suicidal again,0.529,0.607,0.497,0.486,0.463,0.514,0.678,14,-0.15555555555555559,0.2888888888888889,1
have dealt with mild depression on and off since i was 14 but only realized it when i was in my early 20s,0.713,0.75,0.726,0.712,0.649,0.673,0.698,23,0.14444444444444446,0.6,1
after a big breakup when i was 22 i saw a counselor at work for the 1st time through the employee assistance program,0.718,0.861,0.879,0.856,0.788,0.722,0.803,23,0.0,0.1,1
my 2 cents identify your triggers and know what helps fix it helps to deal with it,0.795,0.926,0.878,0.832,0.781,0.672,0.623,17,0.0,0.0,1
but that depression was mild highly functioning not dropping the ball just a constant state of sadness,0.521,0.623,0.712,0.574,0.577,0.574,0.742,17,0.16444444444444442,0.4577777777777778,1
my parents did early intervention they tried adhd adhd adhd,0.871,0.92,0.859,0.857,0.849,0.729,0.719,10,0.1,0.3,1
the depression have dealt with for the last year has been very different have often felt helpless,0.633,0.549,0.61,0.604,0.509,0.569,0.68,17,0.0,0.42333333333333334,1
staying up till 2 am reading because am too tired to go to bed and nightmares await,0.722,0.917,0.719,0.762,0.553,0.657,0.833,17,-0.4,0.7,1
being voted most unique in high school and praised for my weirdness humor while back at home i was self harming,0.602,0.648,0.514,0.745,0.636,0.66,0.765,21,0.25875,0.51,1
helplessness manifested as not getting out of bed for hours not eating for hours and dropping the ball all around,0.603,0.686,0.611,0.576,0.519,0.522,0.819,20,0.0,0.0,1
but as someone mentioned these symptoms have popped up in short lived episodes for some time in the past,0.715,0.705,0.8,0.76,0.805,0.771,0.704,19,-0.125,0.275,1
but this last year has been about learning to celebrate my accomplishments within my newly limited capacity,0.766,0.764,0.689,0.701,0.711,0.626,0.613,17,-0.03571428571428571,0.10476190476190475,1
there are some days that i pat myself on the back for meeting all of the obligations that used to be so natural,0.714,0.751,0.698,0.711,0.653,0.587,0.533,23,0.05,0.2,1
cw su cide me as a 7 year old writing a suicide note to my mom i wrote her a few during my childhood,0.72,0.867,0.834,0.785,0.709,0.56,0.829,24,-0.05,0.15000000000000002,1
dealing with white hetero therapist nonsense because my area lacks qpoc therapists,0.435,0.651,0.716,0.635,0.654,0.625,0.708,12,0.0,0.0,1
the countless vines tweets snapchats have made to make others laugh when i was crying when i was off media,0.531,0.792,0.497,0.674,0.549,0.651,0.741,20,0.033333333333333326,0.39999999999999997,1
learning to not feel like a burden for threads w 20 tweets about depression or for texting my friend for assurance,0.589,0.824,0.773,0.853,0.707,0.67,0.625,21,0.0,0.0,1
learning how to speak my needs but also tell folks that sometimes nothing can really help in some moments,0.585,0.741,0.74,0.612,0.642,0.703,0.607,19,0.2,0.2,1
like me crying myself to sleep most nights as a kid and praying to god to make me perfect and happy,0.654,0.808,0.582,0.666,0.563,0.572,0.774,21,0.525,0.775,1
being the friend that is always there emotionally and physically for my friends because that is what i always wanted,0.695,0.894,0.563,0.905,0.773,0.67,0.664,20,0.0,0.39642857142857146,1
and ultimately have learned that sometimes depression is unstoppable and i need to learn to live with it,0.594,0.69,0.713,0.595,0.612,0.538,0.463,18,0.06818181818181818,0.75,1
sometimes i have to fill my schedule all day so that am nowhere near my bed,0.739,0.833,0.768,0.514,0.684,0.5,0.811,16,0.1,0.4,1
my depression is a daily sometimes hourly negotiation with myself and my lack of will power,0.465,0.57,0.542,0.499,0.45,0.559,0.574,16,0.0,0.0,1
telling your friends you are just having an off day when your depression starts creeping in again,0.507,0.794,0.679,0.668,0.563,0.627,0.72,17,0.0,0.0,1
avoiding going to a counselor cus will have to accept that it is real not just something i think i have,0.478,0.802,0.632,0.708,0.663,0.651,0.598,21,0.2,0.30000000000000004,1
nowadays a black hole that i try to hide from everyone most of all my doctors and pharmacists,0.613,0.856,0.759,0.649,0.683,0.682,0.629,18,0.16666666666666669,0.4666666666666667,1
the most difficult thing about my depression though being gentle with myself not judging myself forgiving myself,0.431,0.561,0.71,0.712,0.53,0.583,0.453,17,0.06666666666666667,0.7666666666666666,1
being a high functioning depressed person it led my psychiatrist to say my depression is not severe enough,0.606,0.626,0.728,0.705,0.557,0.624,0.715,18,0.08,0.52,1
it can be hard to pat myself on the back for getting out of bed when a year ago i would have done 30 things that day,0.777,0.918,0.678,0.799,0.779,0.742,0.793,27,-0.14583333333333334,0.2708333333333333,1
ama sound corny but productivity is a capitalist enterprise and it cannot define our worth,0.766,0.731,0.746,0.845,0.74,0.746,0.795,15,0.35,0.25,1
looking for validation from others that am contributing to the world even when i know that is not where my worth is,0.559,0.702,0.739,0.734,0.684,0.674,0.442,22,0.3,0.1,1
finding victory in the little things remembering to eat shower clean up go outside those are tiny feats,0.764,0.783,0.845,0.904,0.826,0.863,0.652,18,0.044791666666666674,0.43750000000000006,1
been depressed since 16 got ptsd from imm detention anxiety yet i got diagnosed as adjustment disorder,0.682,0.702,0.817,0.654,0.611,0.666,0.638,17,0.0,0.0,1
worrying about saying too much because i do not want those i love to worry about me too much worrying lol,0.458,0.652,0.686,0.59,0.415,0.68,0.464,21,0.425,0.425,1
insomnia coupled with negative thoughts around my lack of my self worth,0.46,0.552,0.55,0.613,0.436,0.59,0.547,12,0.0,0.25,1
cutting off close friends for a few days bc i do not have it in me to pretend am ok or to tell them the truth,0.58,0.775,0.593,0.654,0.647,0.607,0.667,26,-0.10000000000000002,0.5,1
wondering if will ever experience happiness and getting too comfortable with feeling depressed,0.612,0.681,0.683,0.724,0.65,0.727,0.741,13,0.55,0.5,1
me hesitating in conversations and not wanting to say too much,0.529,0.622,0.756,0.655,0.575,0.722,0.618,11,0.2,0.2,1
it is getting better high school was a tough time for me but friends i have now are very supportive understanding,0.623,0.737,0.732,0.841,0.633,0.646,0.514,21,0.2302777777777778,0.7183333333333334,1
being uncomfortable when am not depressed and sliding into sad state of mind bc of comfortability,0.542,0.493,0.737,0.775,0.606,0.686,0.604,16,-0.5,1.0,1
locked doors bc the more we do not talk about it the less we connect with our friends and family who suffer as well,0.519,0.791,0.694,0.727,0.587,0.631,0.642,24,0.16666666666666669,0.2833333333333333,1
sapping all joy away so i find vines that make me laugh like the one i just retweeted,0.685,0.807,0.488,0.811,0.644,0.734,0.733,18,0.55,0.15000000000000002,1
this is me on a daily basis esp being in a nonprofit community oriented type of work,0.996,0.857,0.58,0.744,0.957,0.545,0.618,17,0.0,0.0,1
depressed since 12 unable to continue in critical course due to major depression surviving and fighting,0.699,0.702,0.597,0.606,0.557,0.561,0.68,16,-0.140625,0.54375,1
waves of deep sadness and lethargy desire to be alone sometimes a moment sometimes a week,0.522,0.585,0.484,0.504,0.329,0.549,0.667,16,0.0,0.4,1
suffocation,0.863,0.738,0.649,0.783,0.773,0.874,0.769,1,0.0,0.0,1
to everyone sharing their story on thank you i started crying reading ur tweets a lot of them hit close to home,0.594,0.844,0.667,0.671,0.641,0.588,0.803,22,-0.2,0.6,1
feeling like a bad christian because they say if i pray i will not feel like this anymore but i still do,0.492,0.762,0.628,0.705,0.566,0.601,0.506,22,-0.3499999999999999,0.3333333333333333,1
keeping internal demons internal bc of the fear if anyone really knew what was going on they would only say pray,0.51,0.808,0.673,0.674,0.524,0.701,0.559,21,0.05,0.3,1
am functioning the wave is coming am functioning i feel the water am functioning here it comes am out of order,0.713,0.705,0.787,0.772,0.836,0.77,0.701,21,0.0,0.0,1
the inside of my eyelids,0.882,0.803,0.777,0.853,0.848,0.882,0.821,5,0.0,0.0,1
terrible decisions oversleeping under sleeping over eating binge watching,0.532,0.625,0.58,0.574,0.549,0.444,0.731,9,-1.0,1.0,1
idk if it was useful to share what on the tl or if i brought up feelings ppl wanted to duck,0.561,0.787,0.676,0.806,0.744,0.859,0.601,21,0.3,0.0,1
the loss of all my former passion and hope,0.628,0.531,0.51,0.474,0.542,0.692,0.674,9,0.0,0.0,1
scratching a wound instead of applying ointment,0.755,0.855,0.75,0.836,0.731,0.843,0.766,7,0.0,0.0,1
is actually my first real tweet,0.874,0.819,0.809,0.836,0.881,0.698,0.769,6,0.225,0.31666666666666665,1
loss of interest in everything that makes me happy,0.463,0.554,0.523,0.524,0.569,0.606,0.652,9,0.8,1.0,1
if you need to talk to after reading the crisis text line is 24 7,0.846,0.94,0.802,0.783,0.854,0.824,0.707,15,0.0,0.0,1
longing to art with gusto like i used to be able to,0.693,0.748,0.626,0.62,0.648,0.641,0.603,12,0.5,0.625,1
wishing i was not a poc bc my parents would be more open to talking about mental health instead of stop being sad,0.581,0.807,0.781,0.781,0.655,0.703,0.509,23,-0.024999999999999994,0.55,1
complete nothingness that consumes you whole leaves you all worn out dry and alone in the dark,0.632,0.494,0.585,0.461,0.569,0.571,0.786,17,0.02083333333333335,0.44999999999999996,1
countless jokes about my depression that people do not understand or agree with even though that is how i cope with it,0.477,0.704,0.47,0.638,0.537,0.58,0.664,22,0.0,0.5,1
losing the memory of entire conversations i had the same day not recalling ever having it,0.575,0.633,0.586,0.497,0.635,0.508,0.765,16,0.0,0.375,1
being overly exhausted yet unable to rest,0.611,0.617,0.558,0.602,0.491,0.575,0.581,7,-0.45,0.6,1
happiness because we are masters at hiding our problems so we can tend to the problems of those we love,0.625,0.786,0.744,0.78,0.654,0.673,0.585,20,0.6,0.4,1
decades of noticing beauty practicing gratitude cultivating positive thoughts fighting to live despite the pain,0.689,0.734,0.702,0.816,0.659,0.756,0.687,15,0.18181818181818182,0.5227272727272727,1
overdue assignments insomnia and random emotional breakdowns,0.652,0.585,0.688,0.591,0.539,0.668,0.683,7,-0.25,0.575,1
nothing extraordinary to outside observers but it feels like trying to run a marathon in shackles,0.727,0.712,0.744,0.702,0.739,0.729,0.729,16,0.16666666666666666,0.525,1
when it is bad it means constantly being tired and looking for outward validation,0.52,0.602,0.637,0.625,0.536,0.645,0.618,14,-0.36666666666666664,0.5666666666666667,1
unexplainable chronic feelings of emptiness and feelings of boredom,0.47,0.497,0.513,0.446,0.35,0.541,0.672,9,0.0,0.0,1
on good days a tremendous example of the human spirit capacity to persevere and overcome adversity,0.757,0.673,0.706,0.78,0.72,0.569,0.507,16,0.3444444444444444,0.5666666666666668,1
then they began to rt other tweets i realized that they struggle within the same fight they do not feel bad for me,0.563,0.806,0.69,0.623,0.539,0.694,0.678,23,-0.27499999999999997,0.38888888888888884,1
suffocating weight dragging everything out of me bleakness pointlessness guilt and shame for existing,0.461,0.518,0.531,0.402,0.323,0.484,0.637,14,-0.5,0.5,1
whatever or anyone else s whether barely enduring or overcoming it is nothing to be ashamed of,0.573,0.554,0.666,0.634,0.72,0.77,0.513,17,0.05,0.1,1
acting like normal with an extra smile while everything inside me is screaming,0.692,0.756,0.608,0.709,0.713,0.707,0.712,13,0.11249999999999999,0.21249999999999997,1
slow and hard won progress to become functional raise my happiness set point a little over years,0.726,0.717,0.736,0.786,0.758,0.701,0.586,17,-0.019791666666666707,0.41041666666666665,1
it may be healing at a faster pace over these last 5 years or so,0.963,0.904,0.665,0.878,0.882,0.793,0.687,15,0.0,0.06666666666666667,1
forgetfulness stress and struggling to cope with my daily activities,0.464,0.64,0.703,0.637,0.596,0.604,0.714,10,0.0,0.0,1
it is mild dysphoria these days in the past it was completely immobilizing life threatening,0.553,0.51,0.619,0.633,0.605,0.584,0.615,15,0.06111111111111111,0.3833333333333333,1
a lot of these are hitting home,0.832,0.979,0.844,0.885,0.892,0.767,0.887,7,0.0,0.0,1
the funny sunny girl full of jokes and in the inside there is emptiness sadness or pain but nor sun or fun,0.547,0.614,0.496,0.763,0.679,0.727,0.734,22,0.3,0.5833333333333334,1
so many of your tweets often depression feels like wearing a heavy mask,0.633,0.664,0.685,0.618,0.515,0.558,0.751,13,0.15,0.5,1
am lazy which is the hardest part because people can not see how hard my mind is working trying to do the right thing,0.44,0.633,0.729,0.65,0.51,0.534,0.692,24,-0.08531746031746035,0.6924603174603173,1
forgetting to eat,0.565,0.596,0.562,0.547,0.646,0.572,0.647,3,0.0,0.0,1
i do not know what nobody recognized it i only had the repeating thought i can not take this and i need help,0.473,0.646,0.596,0.54,0.535,0.633,0.471,23,0.0,1.0,1
not being able to enjoy my graduation from college,0.71,0.792,0.655,0.702,0.687,0.568,0.792,9,0.45,0.5625,1
something so unusual apparently that several therapists doctors and psychiatrists only treated it after i pushed,0.677,0.819,0.795,0.707,0.784,0.753,0.791,16,0.0625,0.5875,1
looking forward to plans with friends but exhaustion forces me to cancel again and again isolation hurts,0.523,0.735,0.493,0.638,0.566,0.548,0.706,17,0.0,0.0,1
rt an inability to take care of myself and prioritize my health,0.629,0.597,0.608,0.61,0.612,0.703,0.668,12,0.0,0.0,1
the system gets me down that is how i react to all the shit disadvantages loss hate that is happening to me in it,0.421,0.591,0.576,0.579,0.443,0.391,0.595,24,-0.38518518518518524,0.662962962962963,1
a hashtag,0.933,0.838,0.82,0.865,0.873,0.919,0.819,2,0.0,0.0,1
dieser monolog wurde inspiriert durch den mydepressionlookslike den ich daf r aber nich entern wollte sigh,0.852,0.763,0.872,0.834,0.82,0.775,0.778,16,0.0,0.0,1
twitteratis bring to light with hashtag,0.972,0.974,0.904,0.854,0.918,0.763,0.837,6,0.4,0.7,1
hauling myself out of bed gritting my teeth taking care of everyone standing against a tide because what else,0.815,0.935,0.789,0.685,0.707,0.751,0.752,19,0.0,0.0,1
because what else is there because no one should have to face it alone because there is no other option,0.6,0.786,0.641,0.627,0.599,0.779,0.452,20,0.0625,0.375,1
because i am a sword to beat the shadows back because i am a shield behind which you may shelter,0.743,0.859,0.831,0.805,0.772,0.843,0.731,20,-0.2,0.35,1
me wondering if am even capable of being happy,0.636,0.689,0.517,0.743,0.714,0.7,0.754,9,0.5,0.7,1
depression is like dementors to me they suck out my happiness and fill with horror and worse i can not see it,0.506,0.54,0.497,0.497,0.403,0.427,0.751,22,0.14999999999999997,0.4,1
physically not being able to keep even the smallest place tidy clean,0.618,0.587,0.688,0.584,0.582,0.677,0.65,12,0.3666666666666667,0.5669642857142857,1
days or weeks of lethargy and then sudden energy bursts that is what,0.788,0.744,0.736,0.701,0.702,0.63,0.81,13,0.0,0.5,1
am too exhausted to come up with something,0.608,0.522,0.578,0.551,0.524,0.65,0.684,8,-0.4,0.7,1
not even having the energy to tweet,0.618,0.522,0.637,0.507,0.69,0.658,0.731,7,0.0,0.0,1
happiness because i do not burden anyone with it,0.769,0.748,0.508,0.612,0.898,0.615,0.524,9,0.7,0.2,1
ingratitude although i am beyond grateful this turns into guilt which turns into self loathing it does not end,0.526,0.509,0.601,0.712,0.566,0.623,0.515,19,0.0,0.0,1
laziness to others it is not,0.622,0.644,0.843,0.669,0.857,0.835,0.509,6,0.0,0.0,1
wishing i was in heaven now not wanting to live anymore hiding in my bed all day to escape the anxiety,0.595,0.774,0.509,0.692,0.46,0.627,0.645,21,0.13636363636363635,0.5,1
a fear the world will find out how terrible i am and i will never succeed in anything,0.424,0.562,0.298,0.338,0.354,0.439,0.609,18,-1.0,1.0,1
a highly successful person with a big smile on my face to hide the deep hate i feel toward myself every day,0.468,0.588,0.449,0.637,0.423,0.509,0.689,22,0.05,0.49000000000000005,1
puttin babypowder on my hair because taking a shower seems unbearably hard and am a lunatic on the verge of meltdown,0.676,0.667,0.59,0.591,0.543,0.554,0.796,21,-0.2916666666666667,0.5416666666666666,1
why the fuck do i even bother,0.492,0.454,0.63,0.453,0.603,0.613,0.654,7,-0.4,0.6,1
viral hashtag sheds light on what,0.943,0.865,0.887,0.858,0.872,0.773,0.864,6,0.4,0.7,1
it is easy to get over well i got news for you it controls every aspect of my life,0.793,0.779,0.631,0.681,0.736,0.394,0.61,19,0.43333333333333335,0.8333333333333334,1
are you familiar with,0.797,0.76,0.802,0.868,0.881,0.777,0.74,4,0.375,0.5,1
every little joint from my pinky to my toes aches,0.636,0.739,0.743,0.73,0.627,0.623,0.877,10,-0.1875,0.5,1
feeling constantly like a piece of shit on the inside but putting up a front that makes it look ok on the outside,0.527,0.656,0.723,0.583,0.561,0.722,0.565,23,0.075,0.42083333333333334,1
being told it could be worse or there are people worse off than me,0.46,0.578,0.485,0.535,0.385,0.53,0.527,14,-0.4,0.6,1
a messy room that i can not bring myself to clean,0.652,0.59,0.622,0.468,0.524,0.641,0.611,11,0.08333333333333334,0.55,1
square one what you do not see insidevoices,0.746,0.72,0.783,0.707,0.794,0.809,0.763,8,0.0,0.0,1
shows world what it is really like to live with depression,0.632,0.757,0.778,0.716,0.654,0.586,0.72,11,0.16818181818181818,0.35,1
